County & State,County,State,latitude,longitude
Cass CountyIL,Cass County,IL,39.9398601,-90.2620042
Cass CountyIN,Cass County,IN,40.8199089,-86.3376761
Cass CountyMI,Cass County,MI,41.9299158,-86.0121573
Cass CountyMN,Cass County,MN,47.2144536,-94.2309171
Cass CountyMO,Cass County,MO,38.6574448,-94.315422
Cass CountyND,Cass County,ND,47.071168,-97.1215579
Cass CountyNE,Cass County,NE,40.8755529,-96.1526985
Cass CountyTX,Cass County,TX,33.0944342,-94.315422
Cassia CountyID,Cassia County,ID,42.358036,-113.5728501
Castro CountyTX,Castro County,TX,34.4985047,-102.3463875
Caswell CountyNC,Caswell County,NC,36.3860217,-79.2902133
Catahoula ParishLA,Catahoula Parish,LA,31.7053083,-91.9099238
Cataño MunicipioPR,Cataño Municipio,PR,18.4370085,-66.1474752
Catawba CountyNC,Catawba County,NC,35.6840748,-81.2518833
Catoosa CountyGA,Catoosa County,GA,34.8981727,-85.1479364
Catron CountyNM,Catron County,NM,34.1515173,-108.4276047
Cattaraugus CountyNY,Cattaraugus County,NY,42.2318132,-78.7476208
Cavalier CountyND,Cavalier County,ND,48.8103752,-98.4781106
Cayey MunicipioPR,Cayey Municipio,PR,18.1130296,-66.1636804
Cayuga CountyNY,Cayuga County,NY,42.7655231,-76.5488232
Cecil CountyMD,Cecil County,MD,39.5739403,-75.946324
Cedar CountyIA,Cedar County,IA,41.8346154,-91.135302
Cedar CountyMO,Cedar County,MO,37.7031209,-93.8655303
Cedar CountyNE,Cedar County,NE,42.5610324,-97.179026
Ceiba MunicipioPR,Ceiba Municipio,PR,18.2636118,-65.647571
Centre CountyPA,Centre County,PA,40.8765649,-77.8367282
Cerro Gordo CountyIA,Cerro Gordo County,IA,43.0486018,-93.3388917
Chaffee CountyCO,Chaffee County,CO,38.7536679,-106.2522143
Chambers CountyAL,Chambers County,AL,32.9028048,-85.354965
Chambers CountyTX,Chambers County,TX,29.7524956,-94.6863782
Champaign CountyIL,Champaign County,IL,40.2138865,-88.2461183
Champaign CountyOH,Champaign County,OH,40.1025817,-83.804868
Chariton CountyMO,Chariton County,MO,39.5301517,-93.0175712
Charles City CountyVA,Charles City County,VA,37.4018216,-77.1485163
Charles CountyMD,Charles County,MD,38.5221781,-77.1024902
Charles Mix CountySD,Charles Mix County,SD,43.0985109,-98.3964938
Charleston CountySC,Charleston County,SC,32.7833097,-79.9319644
Charlevoix CountyMI,Charlevoix County,MI,45.4342853,-85.4374778
Charlotte CountyFL,Charlotte County,FL,26.8946009,-81.909826
Charlotte CountyVA,Charlotte County,VA,37.0467412,-78.6114999
Charlottesville cityVA,Charlottesville city,VA,38.0301826,-78.4769353
Charlton CountyGA,Charlton County,GA,30.7917361,-82.0842901
Chase CountyKS,Chase County,KS,38.3007661,-96.5783387
Chase CountyNE,Chase County,NE,40.4531318,-101.6157773
Chatham CountyGA,Chatham County,GA,31.9994194,-81.1196075
Chatham CountyNC,Chatham County,NC,35.6978371,-79.2902133
Chattahoochee CountyGA,Chattahoochee County,GA,32.2952274,-84.8150781
Chattooga CountyGA,Chattooga County,GA,34.4632661,-85.3136218
Chautauqua CountyKS,Chautauqua County,KS,37.1738044,-96.2800864
Chautauqua CountyNY,Chautauqua County,NY,42.2312829,-79.560344
Chaves CountyNM,Chaves County,NM,33.4757392,-104.4723301
Cheatham CountyTN,Cheatham County,TN,36.184749,-87.1023746
Cheboygan CountyMI,Cheboygan County,MI,45.5472257,-84.5636283
Chelan CountyWA,Chelan County,WA,47.9445331,-120.6749068
Chemung CountyNY,Chemung County,NY,42.1362071,-76.7798172
Chenango CountyNY,Chenango County,NY,42.4972314,-75.6208088
Cherokee CountyAL,Cherokee County,AL,34.1665322,-85.684578
Cherokee CountyGA,Cherokee County,GA,34.2514526,-84.4802606
Cherokee CountyIA,Cherokee County,IA,42.8027756,-95.6457951
Cherokee CountyKS,Cherokee County,KS,37.1142482,-94.8105955
Cherokee CountyNC,Cherokee County,NC,35.1134803,-84.059029
Cherokee CountyOK,Cherokee County,OK,35.8994729,-94.976654
Cherokee CountySC,Cherokee County,SC,35.0120404,-81.6035062
Cherokee CountyTX,Cherokee County,TX,31.7981828,-95.1432068
Cherry CountyNE,Cherry County,NE,42.474114,-101.1617356
Chesapeake cityVA,Chesapeake city,VA,36.7682088,-76.2874927
Cheshire CountyNH,Cheshire County,NH,42.9259375,-72.236379
Chester CountyPA,Chester County,PA,40.0010204,-75.8069082
Chester CountySC,Chester County,SC,34.6707995,-81.1196075
Chester CountyTN,Chester County,TN,35.4270939,-88.6723578
Chesterfield CountySC,Chesterfield County,SC,34.6830936,-80.1428584
Chesterfield CountyVA,Chesterfield County,VA,37.3673217,-77.6077865
Cheyenne CountyCO,Cheyenne County,CO,38.8002562,-102.6216211
Cheyenne CountyKS,Cheyenne County,KS,39.7877848,-101.7979613
Cheyenne CountyNE,Cheyenne County,NE,41.2509264,-103.0817903
Chickasaw CountyIA,Chickasaw County,IA,43.0724667,-92.3813621
Chickasaw CountyMS,Chickasaw County,MS,33.8818791,-89.0179332
Chicot CountyAR,Chicot County,AR,33.3419551,-91.2891036
Childress CountyTX,Childress County,TX,34.5257527,-100.1703257
Chilton CountyAL,Chilton County,AL,32.944392,-86.6611083
Chippewa CountyMI,Chippewa County,MI,46.3117082,-84.5932094
Chippewa CountyMN,Chippewa County,MN,45.0520041,-95.555641
Chippewa CountyWI,Chippewa County,WI,45.0673752,-91.2924666
Chisago CountyMN,Chisago County,MN,45.524828,-92.9550305
Chittenden CountyVT,Chittenden County,VT,44.3959289,-72.9962431
Choctaw CountyAL,Choctaw County,AL,32.0716631,-88.2461183
Choctaw CountyMS,Choctaw County,MS,33.3914427,-89.2847251
Choctaw CountyOK,Choctaw County,OK,33.9851472,-95.5197394
Chouteau CountyMT,Chouteau County,MT,48.0033098,-110.4737958
Chowan CountyNC,Chowan County,NC,36.1354131,-76.6181655
Christian CountyIL,Christian County,IL,39.5672183,-89.3226954
Christian CountyKY,Christian County,KY,36.8410586,-87.460397
Christian CountyMO,Christian County,MO,36.997644,-93.1779659
Chugach Census AreaAK,Chugach Census Area,AK,60.6747834,-147.2302374
Churchill CountyNV,Churchill County,NV,39.6626678,-118.4863963
Ciales MunicipioPR,Ciales Municipio,PR,18.336273,-66.4685788
Cibola CountyNM,Cibola County,NM,35.0947557,-107.8583868
Cidra MunicipioPR,Cidra Municipio,PR,18.1763188,-66.1599633
Cimarron CountyOK,Cimarron County,OK,36.7936335,-102.6216211
Citrus CountyFL,Citrus County,FL,28.8848842,-82.5185837
City and Borough of JuneauAK,City and Borough of Juneau,AK,58.3004933,-134.4201306
Clackamas CountyOR,Clackamas County,OR,45.2023855,-122.1188945
Claiborne CountyMS,Claiborne County,MS,31.9438205,-90.9438468
Claiborne CountyTN,Claiborne County,TN,36.4830423,-83.634843
Claiborne ParishLA,Claiborne Parish,LA,32.7722557,-93.0175712
Clallam CountyWA,Clallam County,WA,48.1134118,-123.7985997
Clare CountyMI,Clare County,MI,44.0565054,-84.8567932
Clarendon CountySC,Clarendon County,SC,33.6734243,-80.1875065
Clarion CountyPA,Clarion County,PA,41.1982095,-79.4703885
Clark CountyAR,Clark County,AR,34.0232374,-93.1779659
Clark CountyID,Clark County,ID,44.1975553,-112.3755496
Clark CountyIL,Clark County,IL,39.3824189,-87.7763333
Clark CountyIN,Clark County,IN,38.4492903,-85.7256372
Clark CountyKS,Clark County,KS,37.3158895,-99.8124935
Clark CountyKY,Clark County,KY,37.959945,-84.1435136
Clark CountyMO,Clark County,MO,40.3772378,-91.7538817
Clark CountyNV,Clark County,NV,36.0795613,-115.094045
Clark CountyOH,Clark County,OH,39.8912092,-83.6773928
Clark CountySD,Clark County,SD,44.8139587,-97.7180753
Clark CountyWA,Clark County,WA,45.7466471,-122.5194378
Clark CountyWI,Clark County,WI,44.8480735,-90.7532809
Clarke CountyAL,Clarke County,AL,31.7002461,-87.7763333
Clarke CountyGA,Clarke County,GA,33.9519347,-83.357567
Clarke CountyIA,Clarke County,IA,41.0177836,-93.7841503
Clarke CountyMS,Clarke County,MS,32.077218,-88.7108964
Clarke CountyVA,Clarke County,VA,39.1516583,-77.973865
Clatsop CountyOR,Clatsop County,OR,46.0210796,-123.7653042
Clay CountyAL,Clay County,AL,33.279527,-85.8486236
Clay CountyAR,Clay County,AR,36.3492244,-90.3748354
Clay CountyFL,Clay County,FL,29.9943564,-81.7787021
Clay CountyGA,Clay County,GA,31.6447931,-85.0025539
Clay CountyIA,Clay County,IA,43.1368038,-95.1432068
Clay CountyIL,Clay County,IL,38.7279431,-88.556531
Clay CountyIN,Clay County,IN,39.368622,-87.1422895
Clay CountyKS,Clay County,KS,39.34792,-97.179026
Clay CountyKY,Clay County,KY,37.1738044,-83.7199136
Clay CountyMN,Clay County,MN,46.878186,-96.4257589
Clay CountyMO,Clay County,MO,39.3176186,-94.479976
Clay CountyMS,Clay County,MS,33.6567838,-88.8263006
Clay CountyNC,Clay County,NC,35.0964003,-83.7199136
Clay CountyNE,Clay County,NE,40.5975479,-98.0465185
Clay CountySD,Clay County,SD,42.8829344,-97.0068393
Clay CountyTN,Clay County,TN,36.5701766,-85.56121
Clay CountyTX,Clay County,TX,33.7900416,-98.2212979
Clay CountyWV,Clay County,WV,38.4417717,-81.1196075
Clayton CountyGA,Clayton County,GA,33.5571944,-84.375233
Clayton CountyIA,Clayton County,IA,42.7785285,-91.2891036
Clear Creek CountyCO,Clear Creek County,CO,39.6904464,-105.6412527
Clearfield CountyPA,Clearfield County,PA,40.9519685,-78.5660852
Clearwater CountyID,Clearwater County,ID,46.6775737,-115.5620377
Clearwater CountyMN,Clearwater County,MN,47.7200787,-95.310566
Cleburne CountyAL,Cleburne County,AL,33.6261707,-85.520024
Cleburne CountyAR,Cleburne County,AR,35.4605769,-92.0665197
Cleburne CountyGA,Cleburne County,GA,33.6261707,-85.520024
Clermont CountyOH,Clermont County,OH,39.0928449,-84.1857115
Cleveland CountyAR,Cleveland County,AR,33.8658007,-92.2236667
Cleveland CountyNC,Cleveland County,NC,35.361354,-81.6035062
Cleveland CountyOK,Cleveland County,OK,35.254964,-97.3516558
Clinch CountyGA,Clinch County,GA,30.9716985,-82.820974
Clinton CountyIA,Clinton County,IA,41.878563,-90.563609
Clinton CountyIL,Clinton County,IL,38.5684442,-89.6251646
Clinton CountyIN,Clinton County,IN,40.3376924,-86.4996546
Clinton CountyKY,Clinton County,KY,36.7263899,-85.1479364
Clinton CountyMI,Clinton County,MI,42.9663458,-84.5222189
Clinton CountyMO,Clinton County,MO,39.6481768,-94.479976
Clinton CountyNY,Clinton County,NY,44.7904203,-73.6005824
Clinton CountyOH,Clinton County,OH,39.4067432,-83.8473015
Clinton CountyPA,Clinton County,PA,41.3331937,-77.6536125
Cloud CountyKS,Cloud County,KS,39.4795571,-97.6982272
Coahoma CountyMS,Coahoma County,MS,34.1960298,-90.6393702
Coal CountyOK,Coal County,OK,34.568577,-96.2800864
Coamo MunicipioPR,Coamo Municipio,PR,18.0761839,-66.3635229
Cobb CountyGA,Cobb County,GA,33.8999297,-84.564147
Cochise CountyAZ,Cochise County,AZ,31.828458,-109.949686
Cochran CountyTX,Cochran County,TX,33.5643803,-102.8975098
Cocke CountyTN,Cocke County,TN,35.9359517,-83.1220074
Coconino CountyAZ,Coconino County,AZ,35.6647545,-111.4752851
Codington CountySD,Codington County,SD,44.9953593,-97.2348746
Coffee CountyAL,Coffee County,AL,31.4751172,-86.0121573
Coffee CountyGA,Coffee County,GA,31.5182285,-82.820974
Coffee CountyTN,Coffee County,TN,35.4576849,-86.0529604
Coffey CountyKS,Coffey County,KS,38.2570639,-95.8142885
Coke CountyTX,Coke County,TX,31.8277663,-100.5296115
Colbert CountyAL,Colbert County,AL,34.7117567,-87.8942451
Cole CountyMO,Cole County,MO,38.5052486,-92.2630393
Coleman CountyTX,Coleman County,TX,31.7320219,-99.456155
Coles CountyIL,Coles County,IL,39.5560011,-88.2461183
Colfax CountyNE,Colfax County,NE,41.6268435,-97.0068393
Colfax CountyNM,Colfax County,NM,36.5799757,-104.4723301
Colleton CountySC,Colleton County,SC,32.8242297,-80.7214417
Collier CountyFL,Collier County,FL,26.069985,-81.4278984
Collin CountyTX,Collin County,TX,33.1795213,-96.4929797
Collingsworth CountyTX,Collingsworth County,TX,35.0351623,-100.3497895
Colonial Heights cityVA,Colonial Heights city,VA,37.244039,-77.4102607
Colorado CountyTX,Colorado County,TX,29.5378648,-96.4929797
Colquitt CountyGA,Colquitt County,GA,31.2072856,-83.8473015
Columbia CountyAR,Columbia County,AR,33.1285176,-93.1779659
Columbia CountyFL,Columbia County,FL,30.1812696,-82.605118
Columbia CountyGA,Columbia County,GA,33.5098514,-82.2583297
Columbia CountyNY,Columbia County,NY,42.3678759,-73.5594128
Columbia CountyOR,Columbia County,OR,45.9197103,-123.0357231
Columbia CountyPA,Columbia County,PA,41.0274439,-76.3637285
Columbia CountyWA,Columbia County,WA,46.2775138,-117.814262
Columbia CountyWI,Columbia County,WI,43.4046632,-89.3226954
Columbiana CountyOH,Columbiana County,OH,40.7902581,-80.7657804
Columbus CountyNC,Columbus County,NC,34.2548658,-78.7476208
Colusa CountyCA,Colusa County,CA,39.1040645,-122.2653887
Comal CountyTX,Comal County,TX,29.8105572,-98.2212979
Comanche CountyKS,Comanche County,KS,37.1894543,-99.2785583
Comanche CountyOK,Comanche County,OK,34.6612778,-98.3964938
Comanche CountyTX,Comanche County,TX,31.9755461,-98.5721016
Comerío MunicipioPR,Comerío Municipio,PR,18.2174197,-66.226738
Concho CountyTX,Concho County,TX,31.3431641,-99.8124935
Concordia ParishLA,Concordia Parish,LA,31.4808983,-91.637215
Conecuh CountyAL,Conecuh County,AL,31.501571,-86.9824288
Conejos CountyCO,Conejos County,CO,37.2689711,-106.2522143
Contra Costa CountyCA,Contra Costa County,CA,37.8534093,-121.9017954
Converse CountyWY,Converse County,WY,43.0489425,-105.4068079
Conway CountyAR,Conway County,AR,35.2727492,-92.6983868
Cook CountyGA,Cook County,GA,31.1428037,-83.4643551
Cook CountyIL,Cook County,IL,41.7376587,-87.697554
Cook CountyMN,Cook County,MN,47.6051056,-90.4931767
Cooke CountyTX,Cooke County,TX,33.6672185,-97.3516558
Cooper CountyMO,Cooper County,MO,38.8693247,-92.8577105
Coos CountyNH,Coos County,NH,44.7288907,-71.2787267
Coos CountyOR,Coos County,OR,43.242897,-124.1057369
Coosa CountyAL,Coosa County,AL,32.9305115,-86.1751759
Copiah CountyMS,Copiah County,MS,31.9012453,-90.3748354
Copper River Census AreaAK,Copper River Census Area,AK,62.428267,-144.3870628
Corozal MunicipioPR,Corozal Municipio,PR,18.3434921,-66.3215224
Corson CountySD,Corson County,SD,45.7623333,-101.690976
Cortland CountyNY,Cortland County,NY,42.5440918,-75.9927652
Coryell CountyTX,Coryell County,TX,31.4774358,-97.87216
Coshocton CountyOH,Coshocton County,OH,40.2735823,-81.9534815
Costilla CountyCO,Costilla County,CO,37.2049596,-105.5005483
Cottle CountyTX,Cottle County,TX,34.159117,-100.3497895
Cotton CountyOK,Cotton County,OK,34.309094,-98.3964938
Cottonwood CountyMN,Cottonwood County,MN,44.0488692,-95.3102505
Covington City,Covington City,VA,37.7934585,-79.9939463
Covington CountyAL,Covington County,AL,31.3066438,-86.4996546
Covington CountyMS,Covington County,MS,31.6732735,-89.5874819
Coweta CountyGA,Coweta County,GA,33.3716708,-84.7315563
Cowley CountyKS,Cowley County,KS,37.2660235,-96.9209135
Cowlitz CountyWA,Cowlitz County,WA,46.1746472,-122.7746902
Craig CountyOK,Craig County,OK,36.7571907,-95.1432068
Craig CountyVA,Craig County,VA,37.4465895,-80.2321313
Craighead CountyAR,Craighead County,AR,35.8260959,-90.6773046
Crane CountyTX,Crane County,TX,31.4654966,-102.5298028
Craven CountyNC,Craven County,NC,35.0877672,-77.0564464
Crawford CountyAR,Crawford County,AR,35.5762761,-94.315422
Crawford CountyGA,Crawford County,GA,32.7090798,-83.9744262
Crawford CountyIA,Crawford County,IA,42.034686,-95.3102505
Crawford CountyIL,Crawford County,IL,39.0499568,-87.7763333
Crawford CountyIN,Crawford County,IN,38.3054548,-86.4592091
Crawford CountyKS,Crawford County,KS,37.455799,-94.8105955
Crawford CountyMI,Crawford County,MI,44.6524316,-84.6897495
Crawford CountyMO,Crawford County,MO,38.0561057,-91.2891036
Crawford CountyOH,Crawford County,OH,40.8268068,-82.9931607
Crawford CountyPA,Crawford County,PA,41.6661391,-80.2767327
Crawford CountyWI,Crawford County,WI,43.2491547,-90.8294002
Creek CountyOK,Creek County,OK,35.8362494,-96.3226072
Crenshaw CountyAL,Crenshaw County,AL,31.6671872,-86.3376761
Crisp CountyGA,Crisp County,GA,31.8875724,-83.804868
Crittenden CountyAR,Crittenden County,AR,35.3021443,-90.3748354
Crittenden CountyKY,Crittenden County,KY,37.3673645,-88.0900762
Crockett CountyTN,Crockett County,TN,35.7812386,-89.1324866
Crockett CountyTX,Crockett County,TX,30.5977955,-101.1617356
Crook CountyOR,Crook County,OR,44.0978126,-120.0963654
Crook CountyWY,Crook County,WY,44.4975617,-104.6915298
Crosby CountyTX,Crosby County,TX,33.5500004,-101.2523792
Cross CountyAR,Cross County,AR,35.2998913,-90.8294002
Crow Wing CountyMN,Crow Wing County,MN,46.5957987,-94.1401699
Crowley CountyCO,Crowley County,CO,38.2498631,-103.8216261
Culberson CountyTX,Culberson County,TX,31.347767,-104.4723301
Culebra MunicipioPR,Culebra Municipio,PR,18.3214856,-65.2916451
Cullman CountyAL,Cullman County,AL,34.2011537,-86.8220341
Culpeper CountyVA,Culpeper County,VA,38.491821,-77.973865
Cumberland CountyIL,Cumberland County,IL,39.2653533,-88.2071598
Cumberland CountyKY,Cumberland County,KY,36.7776446,-85.354965
Cumberland CountyME,Cumberland County,ME,43.8132979,-70.3870587
Cumberland CountyNC,Cumberland County,NC,34.9542604,-78.7476208
Cumberland CountyNJ,Cumberland County,NJ,39.2587106,-75.0611147
Cumberland CountyPA,Cumberland County,PA,40.1299841,-77.2405153
Cumberland CountyTN,Cumberland County,TN,35.8994729,-85.023346
Cumberland CountyVA,Cumberland County,VA,37.5175385,-78.2476146
Cuming CountyNE,Cuming County,NE,41.9540153,-96.8350999
Currituck CountyNC,Currituck County,NC,36.4189826,-75.946324
Curry CountyNM,Curry County,NM,34.5751567,-103.2663479
Curry CountyOR,Curry County,OR,42.5440503,-124.2781761
Custer CountyCO,Custer County,CO,38.0615578,-105.3131185
Custer CountyID,Custer County,ID,44.3331898,-114.2614334
Custer CountyMT,Custer County,MT,46.2160876,-105.6225
Custer CountyNE,Custer County,NE,41.3491322,-99.7232673
Custer CountyOK,Custer County,OK,35.6710818,-98.9245343
Custer CountySD,Custer County,SD,43.6784067,-103.4511768
Cuyahoga CountyOH,Cuyahoga County,OH,41.7048247,-81.7787021
Dade CountyGA,Dade County,GA,34.9109017,-85.4788065
Dade CountyMO,Dade County,MO,37.4863609,-93.9878427
Daggett CountyUT,Daggett County,UT,40.9053845,-109.5211063
Dakota CountyMN,Dakota County,MN,44.731554,-93.1779659
Dakota CountyNE,Dakota County,NE,42.4040965,-96.5356449
Dale CountyAL,Dale County,AL,31.4645298,-85.684578
Dallam CountyTX,Dallam County,TX,36.20745,-102.5298028
Dallas CountyAL,Dallas County,AL,32.2332138,-87.1422895
Dallas CountyAR,Dallas County,AR,34.0346533,-92.6983868
Dallas CountyIA,Dallas County,IA,41.6120022,-93.9878427
Dallas CountyMO,Dallas County,MO,37.6853001,-93.0175712
Dallas CountyTX,Dallas County,TX,32.8024682,-96.8350999
Dane CountyWI,Dane County,WI,43.0186073,-89.5497632
Daniels CountyMT,Daniels County,MT,48.7744137,-105.7248763
Danville cityVA,Danville city,VA,36.5859718,-79.3950228
Dare CountyNC,Dare County,NC,35.6549619,-75.6208088
Darke CountyOH,Darke County,OH,40.1056572,-84.6897495
Darlington CountySC,Darlington County,SC,34.3649897,-80.0087746
Dauphin CountyPA,Dauphin County,PA,40.2734277,-76.7336521
Davidson CountyNC,Davidson County,NC,35.7748479,-80.1875065
Davidson CountyTN,Davidson County,TN,36.1765901,-86.7818523
Davie CountyNC,Davie County,NC,35.9367033,-80.5882803
Daviess CountyIN,Daviess County,IN,38.7020241,-87.1422895
Daviess CountyKY,Daviess County,KY,37.7307984,-87.1023746
Daviess CountyMO,Daviess County,MO,39.9949074,-93.9878427
Davis CountyIA,Davis County,IA,40.6913838,-92.3813621
Davis CountyUT,Davis County,UT,40.9628845,-112.0953297
Davison CountySD,Davison County,SD,43.7242124,-98.2212979
Dawes CountyNE,Dawes County,NE,42.6551733,-103.0817903
Dawson CountyGA,Dawson County,GA,34.412912,-84.1435136
Dawson CountyMT,Dawson County,MT,47.2649012,-104.8939302
Dawson CountyNE,Dawson County,NE,40.9427264,-99.8124935
Dawson CountyTX,Dawson County,TX,32.7717423,-101.9804613
Day CountySD,Day County,SD,45.4167482,-97.7023716
De Baca CountyNM,De Baca County,NM,34.2734196,-104.3791912
De Soto ParishLA,De Soto Parish,LA,32.0310567,-93.6623239
De Witt CountyIL,De Witt County,IL,40.1810363,-88.90306
De Witt CountyTX,De Witt County,TX,29.1235194,-97.3516558
Deaf Smith CountyTX,Deaf Smith County,TX,35.0017354,-102.5298028
Dearborn CountyIN,Dearborn County,IN,39.1713075,-84.981754
Decatur CountyGA,Decatur County,GA,30.8720058,-84.5222189
Decatur CountyIA,Decatur County,IA,40.8146492,-93.8248241
Decatur CountyIN,Decatur County,IN,39.3176186,-85.520024
Decatur CountyKS,Decatur County,KS,39.7480368,-100.5296115
