County & State,County,State,latitude,longitude,optimal_customer_rate,anticipated_win_rate,target_margin,anticipated_provider_rate
Ritchie CountyWV,Ritchie County,WV,39.1822303,-81.0312989,950,0.50,0.95,42
Riverside CountyCA,Riverside County,CA,33.6825587,-115.4733554,950,0.50,0.95,42
Roane CountyTN,Roane County,TN,35.836117,-84.564147,950,0.50,0.95,42
Roane CountyWV,Roane County,WV,38.7564882,-81.4278984,950,0.50,0.95,42
Roanoke CityVA,Roanoke City,VA,37.2709116,-79.9449495,950,0.50,0.95,42
Roanoke CountyVA,Roanoke County,VA,37.2467123,-80.1205256,950,0.50,0.95,42
Roberts CountySD,Roberts County,SD,45.611639,-97.0335771,950,0.50,0.95,42
Roberts CountyTX,Roberts County,TX,35.8540979,-100.8903099,950,0.50,0.95,42
Robertson CountyKY,Robertson County,KY,38.5224338,-84.0378894,950,0.50,0.95,42
Robertson CountyTN,Robertson County,TN,36.5250666,-86.8621827,950,0.50,0.95,42
Robertson CountyTX,Robertson County,TX,31.0080004,-96.4929797,950,0.50,0.95,42
Robeson CountyNC,Robeson County,NC,34.6383858,-79.1096901,950,0.50,0.95,42
Rock CountyMN,Rock County,MN,43.6927003,-96.3226072,950,0.50,0.95,42
Rock CountyNE,Rock County,NE,42.3951993,-99.456155,950,0.50,0.95,42
Rock CountyWI,Rock County,WI,42.6251506,-89.0179332,950,0.50,0.95,42
Rock Island CountyIL,Rock Island County,IL,41.3998209,-90.563609,950,0.50,0.95,42
Rockbridge CountyVA,Rockbridge County,VA,37.8062214,-79.5153773,950,0.50,0.95,42
Rockcastle CountyKY,Rockcastle County,KY,37.3743065,-84.3121264,950,0.50,0.95,42
Rockdale CountyGA,Rockdale County,GA,33.6752492,-84.0378894,950,0.50,0.95,42
Rockingham CountyNC,Rockingham County,NC,36.4335041,-79.8296743,950,0.50,0.95,42
Rockingham CountyNH,Rockingham County,NH,42.9931261,-71.0497768,950,0.50,0.95,42
Rockingham CountyVA,Rockingham County,VA,38.5825919,-78.8835548,950,0.50,0.95,42
Rockland CountyNY,Rockland County,NY,41.1489458,-73.9830029,950,0.50,0.95,42
Rockwall CountyTX,Rockwall County,TX,32.8721646,-96.365157,950,0.50,0.95,42
Roger Mills CountyOK,Roger Mills County,OK,35.616176,-99.634135,950,0.50,0.95,42
Rogers CountyOK,Rogers County,OK,36.3898068,-95.6457951,950,0.50,0.95,42
Rolette CountyND,Rolette County,ND,48.6981517,-99.8791166,950,0.50,0.95,42
Rooks CountyKS,Rooks County,KS,39.3638509,-99.2785583,950,0.50,0.95,42
Roosevelt CountyMT,Roosevelt County,MT,48.2850231,-105.1099231,950,0.50,0.95,42
Roosevelt CountyNM,Roosevelt County,NM,33.9538388,-103.3587288,950,0.50,0.95,42
Roscommon CountyMI,Roscommon County,MI,44.3516109,-84.6897495,950,0.50,0.95,42
Roseau CountyMN,Roseau County,MN,48.7249475,-95.9820524,950,0.50,0.95,42
Rosebud CountyMT,Rosebud County,MT,46.3904836,-106.5944313,950,0.50,0.95,42
Ross CountyOH,Ross County,OH,39.3584253,-82.9931607,950,0.50,0.95,42
Routt CountyCO,Routt County,CO,40.4771623,-107.1011931,950,0.50,0.95,42
Rowan CountyKY,Rowan County,KY,38.177068,-83.4643551,950,0.50,0.95,42
Rowan CountyNC,Rowan County,NC,35.6303455,-80.543845,950,0.50,0.95,42
Runnels CountyTX,Runnels County,TX,31.8714508,-99.9912254,950,0.50,0.95,42
Rush CountyIN,Rush County,IN,39.6481768,-85.520024,950,0.50,0.95,42
Rush CountyKS,Rush County,KS,38.5358968,-99.2785583,950,0.50,0.95,42
Rusk CountyTX,Rusk County,TX,32.1741887,-94.8105955,950,0.50,0.95,42
Rusk CountyWI,Rusk County,WI,45.5193649,-91.1563029,950,0.50,0.95,42
Russell CountyAL,Russell County,AL,32.3552497,-85.1894045,950,0.50,0.95,42
Russell CountyKS,Russell County,KS,38.9094717,-98.7481167,950,0.50,0.95,42
Russell CountyKY,Russell County,KY,36.9806476,-85.0649071,950,0.50,0.95,42
Russell CountyVA,Russell County,VA,36.9904385,-82.0842901,950,0.50,0.95,42
Rutherford CountyNC,Rutherford County,NC,35.4258737,-81.909826,950,0.50,0.95,42
Rutherford CountyTN,Rutherford County,TN,35.7724263,-86.3376761,950,0.50,0.95,42
Rutland CountyVT,Rutland County,VT,43.6448675,-72.9932969,950,0.50,0.95,42
Sabana Grande MunicipioPR,Sabana Grande Municipio,PR,18.0814007,-66.9653528,950,0.50,0.95,42
Sabine CountyTX,Sabine County,TX,31.2974233,-93.8248241,950,0.50,0.95,42
Sabine ParishLA,Sabine Parish,LA,31.4893252,-93.5003454,950,0.50,0.95,42
Sac CountyIA,Sac County,IA,42.3573517,-95.1432068,950,0.50,0.95,42
Sacramento CountyCA,Sacramento County,CA,38.5747513,-121.4813923,950,0.50,0.95,42
Sagadahoc CountyME,Sagadahoc County,ME,43.8171265,-69.7825531,950,0.50,0.95,42
Saginaw CountyMI,Saginaw County,MI,43.4044253,-84.0167423,950,0.50,0.95,42
Saguache CountyCO,Saguache County,CO,38.0019623,-106.3463791,950,0.50,0.95,42
Salem cityVA,Salem city,VA,37.2934681,-80.0547626,950,0.50,0.95,42
Salem CountyNJ,Salem County,NJ,39.5848777,-75.3878525,950,0.50,0.95,42
Salinas MunicipioPR,Salinas Municipio,PR,18.0022251,-66.2605176,950,0.50,0.95,42
Saline CountyAR,Saline County,AR,34.5708215,-92.539603,950,0.50,0.95,42
Saline CountyIL,Saline County,IL,37.7149675,-88.556531,950,0.50,0.95,42
Saline CountyKS,Saline County,KS,38.8174853,-97.6982272,950,0.50,0.95,42
Saline CountyMO,Saline County,MO,39.1943564,-93.1779659,950,0.50,0.95,42
Saline CountyNE,Saline County,NE,40.4930367,-97.179026,950,0.50,0.95,42
Salt Lake CountyUT,Salt Lake County,UT,40.644188,-111.9522491,950,0.50,0.95,42
Saluda CountySC,Saluda County,SC,34.008713,-81.734942,950,0.50,0.95,42
Sampson CountyNC,Sampson County,NC,34.9197548,-78.3842227,950,0.50,0.95,42
San Augustine CountyTX,San Augustine County,TX,31.4699363,-94.1513764,950,0.50,0.95,42
San Benito CountyCA,San Benito County,CA,36.5760883,-120.9876321,950,0.50,0.95,42
San Bernardino CountyCA,San Bernardino County,CA,34.9592083,-116.419389,950,0.50,0.95,42
San Diego CountyCA,San Diego County,CA,33.0933809,-116.6081653,950,0.50,0.95,42
San Francisco CountyCA,San Francisco County,CA,37.7749295,-122.4194155,950,0.50,0.95,42
San Germán MunicipioPR,San Germán Municipio,PR,18.0799002,-67.0350137,950,0.50,0.95,42
San Jacinto CountyTX,San Jacinto County,TX,30.5187687,-95.1432068,950,0.50,0.95,42
San Joaquin CountyCA,San Joaquin County,CA,37.9175935,-121.1710389,950,0.50,0.95,42
San Juan CountyCO,San Juan County,CO,37.7573704,-107.71625,950,0.50,0.95,42
San Juan CountyNM,San Juan County,NM,36.3882439,-108.2377519,950,0.50,0.95,42
San Juan CountyUT,San Juan County,UT,37.4634157,-109.7591675,950,0.50,0.95,42
San Juan CountyWA,San Juan County,WA,48.6118035,-122.9602621,950,0.50,0.95,42
San Juan MunicipioPR,San Juan Municipio,PR,18.3863026,-66.058249,950,0.50,0.95,42
San JuanPR,San Juan,PR,18.4153108,-66.0593509,950,0.50,0.95,42
San Lorenzo MunicipioPR,San Lorenzo Municipio,PR,18.1895468,-65.9610304,950,0.50,0.95,42
San Luis Obispo CountyCA,San Luis Obispo County,CA,35.3102296,-120.4357631,950,0.50,0.95,42
San Mateo CountyCA,San Mateo County,CA,37.4337342,-122.4014193,950,0.50,0.95,42
San Miguel CountyCO,San Miguel County,CO,37.9781237,-108.1428669,950,0.50,0.95,42
San Miguel CountyNM,San Miguel County,NM,35.5117793,-104.8454619,950,0.50,0.95,42
San Patricio CountyTX,San Patricio County,TX,27.9999695,-97.5247243,950,0.50,0.95,42
San Saba CountyTX,San Saba County,TX,31.238909,-98.7481167,950,0.50,0.95,42
San Sebastián MunicipioPR,San Sebastián Municipio,PR,18.3161884,-66.9749731,950,0.50,0.95,42
Sanborn CountySD,Sanborn County,SD,44.0403291,-98.0465185,950,0.50,0.95,42
Sanders CountyMT,Sanders County,MT,47.6109463,-115.1316944,950,0.50,0.95,42
Sandoval CountyNM,Sandoval County,NM,35.6020667,-106.7234639,950,0.50,0.95,42
Sandusky CountyOH,Sandusky County,OH,41.3559092,-83.1220074,950,0.50,0.95,42
Sangamon CountyIL,Sangamon County,IL,39.7337353,-89.6251646,950,0.50,0.95,42
Sanilac CountyMI,Sanilac County,MI,43.4069041,-82.7347142,950,0.50,0.95,42
Sanpete CountyUT,Sanpete County,UT,39.3090085,-111.5706786,950,0.50,0.95,42
Santa Barbara CountyCA,Santa Barbara County,CA,34.4208267,-119.6984037,950,0.50,0.95,42
Santa Clara CountyCA,Santa Clara County,CA,37.2938907,-121.7195459,950,0.50,0.95,42
Santa Cruz CountyAZ,Santa Cruz County,AZ,31.5986127,-110.8076084,950,0.50,0.95,42
Santa Cruz CountyCA,Santa Cruz County,CA,37.0453995,-121.9579573,950,0.50,0.95,42
Santa Fe CountyNM,Santa Fe County,NM,35.3653705,-105.9699878,950,0.50,0.95,42
Santa Isabel MunicipioPR,Santa Isabel Municipio,PR,17.9857925,-66.3914388,950,0.50,0.95,42
Santa Rosa CountyFL,Santa Rosa County,FL,30.7689907,-86.9824288,950,0.50,0.95,42
Sarasota CountyFL,Sarasota County,FL,27.1995986,-82.345189,950,0.50,0.95,42
Saratoga CountyNY,Saratoga County,NY,43.0324245,-73.9359821,950,0.50,0.95,42
Sargent CountyND,Sargent County,ND,46.1089195,-97.6152418,950,0.50,0.95,42
Sarpy CountyNE,Sarpy County,NE,41.0744042,-96.195132,950,0.50,0.95,42
Sauk CountyWI,Sauk County,WI,43.4066375,-89.9253233,950,0.50,0.95,42
Saunders CountyNE,Saunders County,NE,41.168563,-96.663812,950,0.50,0.95,42
Sawyer CountyWI,Sawyer County,WI,45.8220169,-91.1685886,950,0.50,0.95,42
Schenectady CountyNY,Schenectady County,NY,42.8493445,-73.9830029,950,0.50,0.95,42
Schleicher CountyTX,Schleicher County,TX,30.9234947,-100.5296115,950,0.50,0.95,42
Schley CountyGA,Schley County,GA,32.2736136,-84.3121264,950,0.50,0.95,42
Schoharie CountyNY,Schoharie County,NY,42.6550335,-74.4994517,950,0.50,0.95,42
Schoolcraft CountyMI,Schoolcraft County,MI,46.0693515,-86.1903622,950,0.50,0.95,42
Schuyler CountyIL,Schuyler County,IL,40.1844543,-90.6393702,950,0.50,0.95,42
Schuyler CountyMO,Schuyler County,MO,40.4857709,-92.4999918,950,0.50,0.95,42
Schuyler CountyNY,Schuyler County,NY,42.3796425,-76.8720961,950,0.50,0.95,42
Schuylkill CountyPA,Schuylkill County,PA,40.6873058,-76.1783739,950,0.50,0.95,42
Scioto CountyOH,Scioto County,OH,38.861065,-82.9931607,950,0.50,0.95,42
Scotland CountyMO,Scotland County,MO,40.4921465,-92.1843285,950,0.50,0.95,42
Scotland CountyNC,Scotland County,NC,34.8451203,-79.4703885,950,0.50,0.95,42
Scott CountyAR,Scott County,AR,34.8854732,-93.9878427,950,0.50,0.95,42
Scott CountyIA,Scott County,IA,41.6393199,-90.6393702,950,0.50,0.95,42
Scott CountyIL,Scott County,IL,39.6094934,-90.4879916,950,0.50,0.95,42
Scott CountyIN,Scott County,IN,38.7008005,-85.7256372,950,0.50,0.95,42
Scott CountyKS,Scott County,KS,38.562531,-100.8903099,950,0.50,0.95,42
Scott CountyKY,Scott County,KY,38.3172361,-84.564147,950,0.50,0.95,42
Scott CountyMN,Scott County,MN,44.6834072,-93.5407909,950,0.50,0.95,42
Scott CountyMO,Scott County,MO,37.0394443,-89.6251646,950,0.50,0.95,42
Scott CountyMS,Scott County,MS,32.4456315,-89.4742177,950,0.50,0.95,42
Scott CountyTN,Scott County,TN,36.3976209,-84.5222189,950,0.50,0.95,42
Scott CountyVA,Scott County,VA,36.6815794,-82.605118,950,0.50,0.95,42
Scotts Bluff CountyNE,Scotts Bluff County,NE,41.8140936,-103.6362715,950,0.50,0.95,42
Screven CountyGA,Screven County,GA,32.7074673,-81.6035062,950,0.50,0.95,42
Scurry CountyTX,Scurry County,TX,32.6937844,-100.8903099,950,0.50,0.95,42
Searcy CountyAR,Searcy County,AR,35.9721,-92.6983868,950,0.50,0.95,42
Sebastian CountyAR,Sebastian County,AR,35.2260397,-94.315422,950,0.50,0.95,42
Sedgwick CountyCO,Sedgwick County,CO,40.8568843,-102.3463875,950,0.50,0.95,42
Sedgwick CountyKS,Sedgwick County,KS,37.6537367,-97.5247243,950,0.50,0.95,42
Seminole CountyFL,Seminole County,FL,28.7131688,-81.2078164,950,0.50,0.95,42
Seminole CountyGA,Seminole County,GA,30.9331429,-84.8984775,950,0.50,0.95,42
Seminole CountyOK,Seminole County,OK,35.1197519,-96.663812,950,0.50,0.95,42
Seneca CountyNY,Seneca County,NY,42.7651891,-76.8720961,950,0.50,0.95,42
Seneca CountyOH,Seneca County,OH,41.1585179,-83.1649001,950,0.50,0.95,42
Sequatchie CountyTN,Sequatchie County,TN,35.3469428,-85.3962769,950,0.50,0.95,42
Sequoyah CountyOK,Sequoyah County,OK,35.5155322,-94.7691586,950,0.50,0.95,42
Sevier CountyAR,Sevier County,AR,34.0346222,-94.2743628,950,0.50,0.95,42
Sevier CountyTN,Sevier County,TN,35.8271682,-83.5070203,950,0.50,0.95,42
Sevier CountyUT,Sevier County,UT,38.7333524,-111.6660725,950,0.50,0.95,42
Seward CountyKS,Seward County,KS,37.221014,-100.8903099,950,0.50,0.95,42
Seward CountyNE,Seward County,NE,40.8162078,-97.179026,950,0.50,0.95,42
Shackelford CountyTX,Shackelford County,TX,32.8242297,-99.2785583,950,0.50,0.95,42
Shannon CountyMO,Shannon County,MO,37.2028249,-91.443469,950,0.50,0.95,42
Sharkey CountyMS,Sharkey County,MS,32.9860902,-90.8294002,950,0.50,0.95,42
Sharp CountyAR,Sharp County,AR,36.1675974,-91.443469,950,0.50,0.95,42
Shasta CountyCA,Shasta County,CA,40.7908864,-121.8474493,950,0.50,0.95,42
Shawano CountyWI,Shawano County,WI,44.7683909,-88.7108964,950,0.50,0.95,42
Shawnee CountyKS,Shawnee County,KS,39.0928449,-95.8142885,950,0.50,0.95,42
Sheboygan CountyWI,Sheboygan County,WI,43.6895227,-87.6186379,950,0.50,0.95,42
Shelby CountyAL,Shelby County,AL,33.3039292,-86.6611083,950,0.50,0.95,42
Shelby CountyIA,Shelby County,IA,41.7177667,-95.3102505,950,0.50,0.95,42
Shelby CountyIL,Shelby County,IL,39.3980704,-88.864698,950,0.50,0.95,42
Shelby CountyIN,Shelby County,IN,39.4952877,-85.8486236,950,0.50,0.95,42
Shelby CountyKY,Shelby County,KY,38.1778076,-85.2308414,950,0.50,0.95,42
Shelby CountyMO,Shelby County,MO,39.8388716,-92.1057549,950,0.50,0.95,42
Shelby CountyOH,Shelby County,OH,40.3689335,-84.2278796,950,0.50,0.95,42
Shelby CountyTN,Shelby County,TN,35.1268552,-89.9253233,950,0.50,0.95,42
Shelby CountyTX,Shelby County,TX,31.8343021,-94.1513764,950,0.50,0.95,42
Shenandoah CountyVA,Shenandoah County,VA,38.8413778,-78.5660852,950,0.50,0.95,42
Sherburne CountyMN,Sherburne County,MN,45.4644612,-93.7298983,950,0.50,0.95,42
Sheridan CountyKS,Sheridan County,KS,39.3470831,-100.439656,950,0.50,0.95,42
Sheridan CountyMT,Sheridan County,MT,48.701151,-104.4278092,950,0.50,0.95,42
Sheridan CountyND,Sheridan County,ND,47.5391971,-100.2844016,950,0.50,0.95,42
Sheridan CountyNE,Sheridan County,NE,42.3613076,-102.2547919,950,0.50,0.95,42
Sheridan CountyWY,Sheridan County,WY,44.787904,-106.925973,950,0.50,0.95,42
Sherman CountyKS,Sherman County,KS,39.2982189,-101.7979613,950,0.50,0.95,42
Sherman CountyNE,Sherman County,NE,41.1751661,-98.9245343,950,0.50,0.95,42
Sherman CountyOR,Sherman County,OR,45.4122013,-120.753042,950,0.50,0.95,42
Sherman CountyTX,Sherman County,TX,36.2643429,-101.9804613,950,0.50,0.95,42
Shiawassee CountyMI,Shiawassee County,MI,42.949754,-84.1857115,950,0.50,0.95,42
Shoshone CountyID,Shoshone County,ID,47.1746948,-115.9104676,950,0.50,0.95,42
Sibley CountyMN,Sibley County,MN,44.5502089,-94.1513764,950,0.50,0.95,42
Sierra CountyCA,Sierra County,CA,39.5532845,-120.2512728,950,0.50,0.95,42
Sierra CountyNM,Sierra County,NM,33.134596,-107.1011931,950,0.50,0.95,42
Silver Bow CountyMT,Silver Bow County,MT,45.8804293,-112.5843056,950,0.50,0.95,42
Simpson CountyKY,Simpson County,KY,36.7772014,-86.6207943,950,0.50,0.95,42
Simpson CountyMS,Simpson County,MS,31.9017736,-89.9253233,950,0.50,0.95,42
Sioux CountyIA,Sioux County,IA,43.0869936,-96.1526985,950,0.50,0.95,42
Sioux CountyND,Sioux County,ND,46.0512004,-101.1175392,950,0.50,0.95,42
Sioux CountyNE,Sioux County,NE,42.5012873,-103.7289167,950,0.50,0.95,42
Siskiyou CountyCA,Siskiyou County,CA,41.7743261,-122.5770126,950,0.50,0.95,42
Sitka City and BoroughAK,Sitka City and Borough,AK,57.0532193,-135.3345513,950,0.50,0.95,42
Skagit CountyWA,Skagit County,WA,48.4241961,-121.7114362,950,0.50,0.95,42
Skagway MunicipalityAK,Skagway Municipality,AK,59.457178,-135.3145346,950,0.50,0.95,42
Skamania CountyWA,Skamania County,WA,45.9428524,-121.8962257,950,0.50,0.95,42
Slope CountyND,Slope County,ND,46.4129398,-103.5021012,950,0.50,0.95,42
Smith CountyKS,Smith County,KS,39.7333849,-98.7481167,950,0.50,0.95,42
Smith CountyMS,Smith County,MS,32.0826588,-89.4742177,950,0.50,0.95,42
Smith CountyTN,Smith County,TN,36.2388468,-85.971322,950,0.50,0.95,42
Smith CountyTX,Smith County,TX,32.3352505,-95.3102505,950,0.50,0.95,42
Smyth CountyVA,Smyth County,VA,36.8687921,-81.5596427,950,0.50,0.95,42
Snohomish CountyWA,Snohomish County,WA,48.0329979,-121.8339472,950,0.50,0.95,42
Snyder CountyPA,Snyder County,PA,40.750748,-77.0564464,950,0.50,0.95,42
Socorro CountyNM,Socorro County,NM,33.8837087,-106.7234639,950,0.50,0.95,42
Solano CountyCA,Solano County,CA,38.3104969,-121.9017954,950,0.50,0.95,42
Somerset CountyMD,Somerset County,MD,38.0862333,-75.8533954,950,0.50,0.95,42
Somerset CountyME,Somerset County,ME,45.5913402,-69.9999212,950,0.50,0.95,42
Somerset CountyNJ,Somerset County,NJ,40.5292099,-74.6400432,950,0.50,0.95,42
Somerset CountyPA,Somerset County,PA,40.022493,-78.9288242,950,0.50,0.95,42
Somervell CountyTX,Somervell County,TX,32.2547696,-97.7416703,950,0.50,0.95,42
Sonoma CountyCA,Sonoma County,CA,38.5779555,-122.9888319,950,0.50,0.95,42
Southampton CountyVA,Southampton County,VA,36.6788512,-77.1024902,950,0.50,0.95,42
Southeast Fairbanks Census AreaAK,Southeast Fairbanks Census Area,AK,63.9603869,-143.6296998,950,0.50,0.95,42
Spalding CountyGA,Spalding County,GA,33.2636732,-84.3121264,950,0.50,0.95,42
Spartanburg CountySC,Spartanburg County,SC,34.860551,-81.9534815,950,0.50,0.95,42
Spencer CountyIN,Spencer County,IN,37.9832621,-87.0224442,950,0.50,0.95,42
Spencer CountyKY,Spencer County,KY,38.0123167,-85.3136218,950,0.50,0.95,42
Spink CountySD,Spink County,SD,44.844023,-98.3516918,950,0.50,0.95,42
Spokane CountyWA,Spokane County,WA,47.5909399,-117.2776573,950,0.50,0.95,42
Spotsylvania CountyVA,Spotsylvania County,VA,38.204165,-77.6077865,950,0.50,0.95,42
St Bernard ParishLA,St Bernard Parish,LA,29.9719103,-89.2467191,950,0.50,0.95,42
St Clair CountyAL,St Clair County,AL,33.6530112,-86.3376761,950,0.50,0.95,42
St Francois CountyMO,St Francois County,MO,37.7652755,-90.4879916,950,0.50,0.95,42
St James ParishLA,St James Parish,LA,30.0179292,-90.7913227,950,0.50,0.95,42
St Lawrence CountyNY,St Lawrence County,NY,44.4473142,-74.930206,950,0.50,0.95,42
St Louis CountyMN,St Louis County,MN,47.7395106,-92.3623921,950,0.50,0.95,42
St Louis CountyMO,St Louis County,MO,38.6103023,-90.4125181,950,0.50,0.95,42
St Martin ParishLA,St Martin Parish,LA,30.2395901,-91.7538817,950,0.50,0.95,42
St Mary ParishLA,St Mary Parish,LA,29.502976,-91.443469,950,0.50,0.95,42
St Mary's CountyMD,St Mary's County,MD,38.1060259,-76.3637285,950,0.50,0.95,42
St Tammany ParishLA,St Tammany Parish,LA,30.4357418,-89.9253233,950,0.50,0.95,42
St. Bernard ParishLA,St. Bernard Parish,LA,29.9719103,-89.2467191,950,0.50,0.95,42
St. Charles CountyMO,St. Charles County,MO,38.7338885,-90.8294002,950,0.50,0.95,42
St. Charles ParishLA,St. Charles Parish,LA,29.9273657,-90.3371889,950,0.50,0.95,42
St. Clair CountyAL,St. Clair County,AL,33.6530112,-86.3376761,950,0.50,0.95,42
St. Clair CountyIL,St. Clair County,IL,38.400812,-89.9253233,950,0.50,0.95,42
St. Clair CountyMI,St. Clair County,MI,43.016179,-82.6483442,950,0.50,0.95,42
St. Clair CountyMO,St. Clair County,MO,38.001146,-93.8248241,950,0.50,0.95,42
St. Croix CountyWI,St. Croix County,WI,45.0497844,-92.3875695,950,0.50,0.95,42
St. Francis CountyAR,St. Francis County,AR,34.9926533,-90.7152749,950,0.50,0.95,42
St. Francois CountyMO,St. Francois County,MO,37.7652755,-90.4879916,950,0.50,0.95,42
St. Helena ParishLA,St. Helena Parish,LA,30.8021866,-90.6773046,950,0.50,0.95,42
St. James ParishLA,St. James Parish,LA,30.0179292,-90.7913227,950,0.50,0.95,42
St. John the Baptist ParishLA,St. John the Baptist Parish,LA,30.1118331,-90.4879916,950,0.50,0.95,42
St. Johns CountyFL,St. Johns County,FL,29.9719419,-81.4278984,950,0.50,0.95,42
St. Joseph CountyIN,St. Joseph County,IN,41.6228085,-86.3376761,950,0.50,0.95,42
St. Joseph CountyMI,St. Joseph County,MI,41.9118044,-85.520024,950,0.50,0.95,42
St. Landry ParishLA,St. Landry Parish,LA,30.6036535,-92.0665197,950,0.50,0.95,42
St. Lawrence CountyNY,St. Lawrence County,NY,44.4473142,-74.930206,950,0.50,0.95,42
St. Louis cityMO,St. Louis city,MO,38.6270025,-90.1994042,950,0.50,0.95,42
St. Louis CountyMN,St. Louis County,MN,47.7395106,-92.3623921,950,0.50,0.95,42
St. Louis CountyMO,St. Louis County,MO,38.6103023,-90.4125181,950,0.50,0.95,42
St. Lucie CountyFL,St. Lucie County,FL,27.3225563,-80.543845,950,0.50,0.95,42
St. Martin ParishLA,St. Martin Parish,LA,30.2395901,-91.7538817,950,0.50,0.95,42
St. Mary ParishLA,St. Mary Parish,LA,29.502976,-91.443469,950,0.50,0.95,42
St. Mary's CountyMD,St. Mary's County,MD,38.1060259,-76.3637285,950,0.50,0.95,42
St. Tammany ParishLA,St. Tammany Parish,LA,30.4357418,-89.9253233,950,0.50,0.95,42
Stafford CountyKS,Stafford County,KS,38.0749046,-98.7481167,950,0.50,0.95,42
Stafford CountyVA,Stafford County,VA,38.4334566,-77.4242972,950,0.50,0.95,42
Stanislaus CountyCA,Stanislaus County,CA,37.5090711,-120.9876321,950,0.50,0.95,42
Stanley CountySD,Stanley County,SD,44.3386264,-100.8000051,950,0.50,0.95,42
Stanly CountyNC,Stanly County,NC,35.3014554,-80.2321313,950,0.50,0.95,42
Stanton CountyKS,Stanton County,KS,37.6390381,-101.7979613,950,0.50,0.95,42
Stanton CountyNE,Stanton County,NE,41.9329995,-97.179026,950,0.50,0.95,42
Stark CountyIL,Stark County,IL,41.0795661,-89.8130356,950,0.50,0.95,42
Stark CountyND,Stark County,ND,46.8250004,-102.6554727,950,0.50,0.95,42
Stark CountyOH,Stark County,OH,40.8684676,-81.2518833,950,0.50,0.95,42
Starke CountyIN,Starke County,IN,41.2715616,-86.6207943,950,0.50,0.95,42
Starr CountyTX,Starr County,TX,26.6215167,-98.7481167,950,0.50,0.95,42
Staunton cityVA,Staunton city,VA,38.1494226,-79.0737047,950,0.50,0.95,42
Ste. Genevieve CountyMO,Ste. Genevieve County,MO,37.9642529,-91.8318334,950,0.50,0.95,42
Stearns CountyMN,Stearns County,MN,45.5844792,-94.5865603,950,0.50,0.95,42
Steele CountyMN,Steele County,MN,43.9758523,-93.1779659,950,0.50,0.95,42
Steele CountyND,Steele County,ND,47.4272265,-97.688456,950,0.50,0.95,42
Stephens CountyGA,Stephens County,GA,34.5458998,-83.2934086,950,0.50,0.95,42
Stephens CountyOK,Stephens County,OK,34.5203466,-97.87216,950,0.50,0.95,42
Stephens CountyTX,Stephens County,TX,32.6833723,-98.7481167,950,0.50,0.95,42
Stephenson CountyIL,Stephenson County,IL,42.314489,-89.6251646,950,0.50,0.95,42
Sterling CountyTX,Sterling County,TX,31.781493,-101.0711758,950,0.50,0.95,42
Steuben CountyIN,Steuben County,IN,41.6115471,-84.981754,950,0.50,0.95,42
Steuben CountyNY,Steuben County,NY,42.321027,-77.3783789,950,0.50,0.95,42
Stevens CountyKS,Stevens County,KS,37.186894,-101.2523792,950,0.50,0.95,42
Stevens CountyMN,Stevens County,MN,45.5215118,-95.9522178,950,0.50,0.95,42
Stevens CountyWA,Stevens County,WA,48.4558249,-117.9059909,950,0.50,0.95,42
Stewart CountyGA,Stewart County,GA,32.1141344,-84.8150781,950,0.50,0.95,42
Stewart CountyTN,Stewart County,TN,36.5023236,-87.7763333,950,0.50,0.95,42
Stillwater CountyMT,Stillwater County,MT,45.7001096,-109.3922403,950,0.50,0.95,42
Stoddard CountyMO,Stoddard County,MO,36.8680558,-89.9253233,950,0.50,0.95,42
Stokes CountyNC,Stokes County,NC,36.4244396,-80.2321313,950,0.50,0.95,42
Stone CountyAR,Stone County,AR,35.8075142,-92.2236667,950,0.50,0.95,42
Stone CountyMO,Stone County,MO,36.7748882,-93.4599326,950,0.50,0.95,42
Stone CountyMS,Stone County,MS,30.8013069,-89.1705998,950,0.50,0.95,42
Stonewall CountyTX,Stonewall County,TX,33.1114912,-100.1703257,950,0.50,0.95,42
Storey CountyNV,Storey County,NV,39.4847933,-119.5571677,950,0.50,0.95,42
Story CountyIA,Story County,IA,42.1040438,-93.5003454,950,0.50,0.95,42
Strafford CountyNH,Strafford County,NH,43.2926219,-71.0497768,950,0.50,0.95,42
Stutsman CountyND,Stutsman County,ND,46.939184,-98.9909139,950,0.50,0.95,42
Sublette CountyWY,Sublette County,WY,42.8138723,-109.7591675,950,0.50,0.95,42
Suffolk cityVA,Suffolk city,VA,36.7282054,-76.5835621,950,0.50,0.95,42
Suffolk CountyMA,Suffolk County,MA,42.3576609,-70.9784562,950,0.50,0.95,42
Suffolk CountyNY,Suffolk County,NY,40.9848784,-72.6151169,950,0.50,0.95,42
Sullivan CountyIN,Sullivan County,IN,39.0843122,-87.4207518,950,0.50,0.95,42
Sullivan CountyMO,Sullivan County,MO,40.1836505,-93.1779659,950,0.50,0.95,42
Sullivan CountyNH,Sullivan County,NH,43.3770392,-72.236379,950,0.50,0.95,42
Sullivan CountyNY,Sullivan County,NY,41.6897493,-74.7805192,950,0.50,0.95,42
Sullivan CountyPA,Sullivan County,PA,41.4781004,-76.5025742,950,0.50,0.95,42
Sullivan CountyTN,Sullivan County,TN,36.4933147,-82.345189,950,0.50,0.95,42
Sully CountySD,Sully County,SD,44.7797647,-100.0681792,950,0.50,0.95,42
